MOVIES,YEAR,GENRE,RATING,VOTES,RunTime
Wolkenbruchs wunderliche Reise in die Arme einer Schickse,-2018,"
Comedy, Drama            ",6.6,"3,856",94.0
The Incredible Shrinking Man,-1957,"
Horror, Sci-Fi            ",7.6,"16,821",81.0
Beneath the Leaves,-2019,"
Thriller            ",4.6,"1,389",90.0
Devils Line,(2018– ),"
Animation, Action, Crime            ",6.9,876,24.0
Manny & Lo,-1996,"
Comedy, Drama            ",6.6,"1,944",88.0
Gekijô-ban Sôdo Âto Onrain: Sword Art Online - Ôdinaru sukêru -,-2017,"
Animation, Action, Adventure            ",7.4,"7,054",119.0
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",(2015– ),"
Animation, Action, Adventure            ",7.5,"2,886",24.0
The Seven Deadly Sins: Prisoners of the Sky,-2018,"
Animation, Action, Fantasy            ",7.1,"4,007",99.0
O Mecanismo,(2018– ),"
Crime, Drama, Thriller            ",8.4,"35,732",41.0
Shéhérazade,-2018,"
Drama, Romance, Thriller            ",7.1,"1,810",109.0
Five Came Back,-2017,"
Documentary, Biography, History            ",8.3,"4,261",60.0
Crazyhead,-2016,"
Comedy, Horror, Sci-Fi            ",7.3,"4,613",60.0
Keopi peurinseu 1-hojeom,-2007,"
Comedy, Drama, Romance            ",8.2,"4,606",55.0
Code Lyoko,(2003–2007),"
Animation, Action, Adventure            ",7.3,"4,782",26.0
Darc,-2018,"
Action, Crime, Thriller            ",5.8,"4,109",97.0
Guilty,(II) (2020),"
Drama, Thriller            ",5.4,"4,014",119.0
Brotherly Love,(III) (2015),"
Drama            ",6.7,"1,787",89.0
Catfight,(I) (2016),"
Action, Comedy, Drama            ",5.9,"5,779",95.0
Betonrausch,-2020,"
Comedy, Drama            ",5.8,"4,387",94.0
No te puedes esconder,(2019– ),"
Action, Crime            ",6.5,918,44.0
The Legacy of a Whitetail Deer Hunter,-2018,"
Comedy, Drama            ",5.5,"3,691",83.0
Citrus,(2018– ),"
Animation, Drama, Romance            ",6.3,"1,621",24.0
K,(2012– ),"
Animation, Action, Drama            ",7.1,"2,091",24.0
Tu hijo,-2018,"
Action, Adventure, Crime            ",6.1,"4,290",103.0
Barbie: Life in the Dreamhouse,(2012– ),"
Animation, Short, Comedy            ",7.4,"1,474",3.0
Killer Under the Bed,-2018,"
Horror, Thriller            ",5.2,330,90.0
Sthlm Rekviem,(2018– ),"
Crime, Drama, Mystery            ",6.5,"1,294",45.0
The Deep,(2015– ),"
Animation, Action, Adventure            ",7.9,575,22.0
A Christmas Prince,-2017,"
Comedy, Family, Romance            ",5.8,"17,515",92.0
Il était une seconde fois,(2019– ),"
Drama, Romance, Sci-Fi            ",6.2,774,192.0
High on the Hog: How African American Cuisine Transformed America,-2021,"
Documentary, History            ",7.7,501,210.0
Grégory,-2019,"
Documentary, Crime, Mystery            ",7.4,"2,505",60.0
Bloom Into You,(2018– ),"
Animation, Drama, Romance            ",7.8,954,24.0
Distrito Salvaje,(2018– ),"
Action, Crime, Drama            ",8.3,"1,727",45.0
Gumbeobnamnyeo,(2018– ),"
Crime, Drama, Thriller            ",8.3,484,35.0
Surviving Death,(2021– ),"
Documentary, Reality-TV            ",6.1,"1,654",50.0
Gunjan Saxena: The Kargil Girl,-2020,"
Action, Biography, Drama            ",5.3,"26,036",112.0
The Joel McHale Show with Joel McHale,-2018,"
Comedy            ",7.2,"2,277",30.0
The Epic Tales of Captain Underpants,(2018–2020),"
Animation, Short, Action            ",6.7,737,24.0
Christmas Inheritance,-2017,"
Comedy, Drama, Romance            ",5.7,"10,292",104.0
Sabrina,-2018,"
Horror, Thriller            ",4.2,"1,583",113.0
The Maus,-2017,"
Drama, Fantasy, Horror            ",4.7,"4,377",90.0
Nae Aidineun Gangnammiin,-2018,"
Comedy, Romance            ",7.5,"2,715",60.0
The Nailbomber,-2021,"
Documentary, Crime, History            ",6.3,"1,599",72.0
Byuti Insaideu,-2018,"
Drama, Fantasy, Romance            ",7.5,"1,347",70.0
Desenfrenadas,(2020– ),"
Comedy, Drama            ",7.3,796,43.0
Eobiseu,-2019,"
Comedy, Fantasy, Romance            ",7.1,"1,487",60.0
#Realityhigh,-2017,"
Comedy, Drama, Romance            ",5.2,"5,947",99.0
Syucheu,-2018,"
Crime, Drama, Thriller            ",7.4,558,60.0
Ashby,-2015,"
Comedy, Crime, Drama            ",6.4,"15,197",100.0
Frères ennemis,-2018,"
Drama, Thriller            ",6.4,"2,248",111.0
Trolls: The Beat Goes On!,(2018–2019),"
Animation, Short, Adventure            ",5.9,731,25.0
Rosemary's Baby,-2014,"
Drama, Horror, Mystery            ",5.5,"5,230",170.0
Little Witch Academia,-2017,"
Animation, Comedy, Family            ",7.9,"2,619",25.0
Wakfu,(2008–2017),"
Animation, Adventure, Family            ",8.2,"1,289",24.0
Nero a metà,(2018– ),"
Crime, Drama            ",6.6,822,60.0
Gridlocked,-2015,"
Action            ",5.8,"4,295",110.0
Perdida,-2018,"
Crime, Drama, Mystery            ",5.6,"4,468",103.0
Shot in the Dark,-2017,"
Documentary, Reality-TV            ",8.0,"1,677",37.0
La Marca del Demonio,-2020,"
Horror            ",3.2,"2,062",82.0
Go!,-2020,"
Family, Sport            ",5.9,"2,436",102.0
El hombre de las mil caras,-2016,"
Biography, Thriller            ",6.9,"7,515",123.0
Svaha: The Sixth Finger,-2019,"
Horror, Mystery, Thriller            ",6.3,"3,219",122.0
Carmel: ¿Quién mató a María Marta?,-2020,"
Documentary, Crime, Mystery            ",7.1,"1,979",229.0
Made You Look: A True Story About Fake Art,-2020,"
Documentary, Crime            ",7.0,"3,096",94.0
History of Swear Words,(2021– ),"
Documentary, Comedy            ",6.4,"4,167",124.0
La trinchera infinita,-2019,"
Action, Drama, History            ",7.2,"5,405",147.0
Elite Short Stories: Omar Ander Alexis,-2021,"
Short, Drama            ",7.4,"1,261",35.0
Go! Vive a Tu Manera,-2019,"
Comedy, Musical, Romance            ",7.1,491,40.0
Roll Red Roll,-2018,"
Documentary, Crime            ",7.1,"2,377",80.0
Freaks: You're One of Us,-2020,"
Action, Drama, Fantasy            ",5.4,"5,256",92.0
Hip-Hop Evolution,(2016– ),"
Documentary, Music            ",8.4,"5,411",90.0
Milosc do kwadratu,-2021,"
Comedy, Romance            ",5.0,"2,489",102.0
Sunderland 'Til I Die,(2018– ),"
Documentary, Sport            ",8.1,"7,196",39.0
Eungyo,-2012,"
Drama, Romance            ",6.7,"1,877",129.0
El Camino Christmas,-2017,"
Comedy, Crime, Western            ",5.7,"7,695",89.0
Son: The Guest,(2018– ),"
Drama, Horror, Mystery            ",8.2,"1,098",65.0
Lo chiamavano Jeeg Robot,-2015,"
Action, Drama, Sci-Fi            ",7.0,"13,904",112.0
Siempre Bruja,(2019– ),"
Drama, Fantasy            ",6.3,"2,191",40.0
Tonari no kaibutsu-kun,-2012,"
Animation, Comedy, Romance            ",7.3,"3,293",24.0
Karakai Jouzu no Takagi-san,(2018– ),"
Animation, Comedy, Romance            ",7.7,"1,330",23.0
Aetaneun Romaenseu,-2017,"
Comedy, Romance            ",7.1,"2,365",47.0
To aru majutsu no indekkusu,(2008–2019),"
Animation, Action, Comedy            ",6.9,"1,674",23.0
Handsome: A Netflix Mystery Movie,-2017,"
Comedy, Mystery            ",5.2,"4,161",80.0
Leila,(2019– ),"
Drama, Sci-Fi            ",4.8,"8,306",48.0
Glitch Techs,(2020– ),"
Animation, Action, Adventure            ",7.9,869,25.0
Private Network: Who Killed Manuel Buendía?,-2021,"
Documentary, Crime, Mystery            ",6.8,123,100.0
Swearnet: The Movie,-2014,"
Comedy            ",5.9,"2,536",112.0
Medal of Honor,(2018– ),"
Documentary, War            ",8.4,"1,510",60.0
Results,-2015,"
Comedy, Romance            ",5.4,"6,774",105.0
Invader ZIM: Enter the Florpus,(2019 TV Movie),"
Animation, Action, Adventure            ",7.5,"5,167",71.0
Pee Mak Phrakanong,-2013,"
Comedy, Horror, Romance            ",7.3,"5,185",115.0
Iriwa Anajwo,-2018,"
Crime, Drama, Mystery            ",8.0,826,35.0
Married to Medicine,(2013– ),"
Reality-TV            ",5.2,332,43.0
Al Hayba,(2017– ),"
Action, Romance            ",7.4,982,45.0
Ailiseu,(2009–2013),"
Action, Mystery, Romance            ",7.9,"1,810",60.0
Dong wu shi jie,-2018,"
Action, Fantasy, Sci-Fi            ",6.5,"3,985",132.0
Voyeur,(II) (2017),"
Documentary            ",6.2,"5,330",95.0
Suzumiya Haruhi no yûutsu,(2006–2009),"
Animation, Comedy, Fantasy            ",7.8,"7,848",24.0
Croc-Blanc,-2018,"
Animation, Adventure            ",7.0,"3,413",85.0
Lunatics,-2019,"
Comedy            ",6.6,"2,884",35.0
Michiel de Ruyter,-2015,"
Action, Adventure, Biography            ",7.0,"9,359",151.0
One,(II) (2021),"
Drama, Thriller            ",6.6,"2,286",151.0
Blood Brother,-2018,"
Action, Crime, Drama            ",4.5,936,90.0
Kid Cosmic,(2021– ),"
Animation, Action, Adventure            ",8.0,787,25.0
Dachra,-2018,"
Horror            ",6.7,"1,263",114.0
Yeom-lyeok,-2018,"
Action, Comedy, Fantasy            ",5.9,"5,130",101.0
Blackpink: Light Up the Sky,-2020,"
Documentary, Music            ",7.5,"5,531",79.0
Elite Short Stories: Guzmán Caye Rebe,-2021,"
Short, Crime, Drama            ",7.5,"1,545",36.0
Kadokyaputa Sakura,(1998–2000),"
Animation, Action, Adventure            ",8.0,"4,613",30.0
The Disappearance of Madeleine McCann,-2019,"
Documentary, Crime, Mystery            ",6.6,"9,309",60.0
The Guest House,-2012,"
Romance            ",3.6,"1,449",82.0
This Film Is Not Yet Rated,-2006,"
Documentary            ",7.5,"27,671",98.0
Mind Game,(I) (2004),"
Animation, Adventure, Comedy            ",7.8,"8,774",103.0
Do Do Sol Sol La La Sol,-2020,"
Comedy, Music, Romance            ",7.4,"1,046",60.0
Happy New Year,(I) (2014),"
Action, Comedy, Crime            ",5.0,"35,211",180.0
Hell and Back,-2015,"
Animation, Adventure, Comedy            ",5.4,"4,823",86.0
Altered Carbon: Resleeved,-2020,"
Animation, Action, Crime            ",6.5,"5,301",74.0
Class of 83,-2020,"
Action, Crime, Drama            ",5.8,"5,197",98.0
The Incredible Jessica James,-2017,"
Comedy            ",6.5,"6,808",85.0
Neo Yokio,(2017–2018),"
Animation, Action, Adventure            ",5.9,"3,171",23.0
18 regali,-2020,"
Drama            ",6.7,"3,312",115.0
Parallels,(I) (2015),"
Action, Sci-Fi            ",6.1,"14,125",83.0
Gekkan Shojo Nozaki-kun,(2014– ),"
Animation, Comedy, Romance            ",7.6,"2,870",24.0
I Am Vengeance: Retaliation,-2020,"
Action            ",3.4,"1,835",82.0
Street,(I) (2015),"
Action            ",4.6,973,85.0
37 sekanzu,-2019,"
Drama            ",7.3,"2,345",115.0
Metegol,-2013,"
Animation, Adventure, Family            ",6.5,"9,201",106.0
Sikago Tajagi,-2017,"
Drama, Fantasy, Romance            ",8.3,"1,385",70.0
Cheer,-2020,"
Documentary, Reality-TV            ",8.1,"4,270",355.0
Babylon,-2014,"
Comedy, Crime, Drama            ",7.1,"2,142",50.0
Geomsaekeoreul Ibryeokhaseyo: WWW,-2019,"
Drama, Romance            ",7.9,833,70.0
Thriller,-2018,"
Crime, Drama, Horror            ",3.6,"1,093",87.0
Tiempo compartido,-2018,"
Drama, Mystery, Thriller            ",6.0,"2,528",96.0
Beats,(I) (2019),"
Drama            ",6.4,"4,651",109.0
Sulla mia pelle,-2018,"
Biography, Drama            ",7.3,"8,345",100.0
Choked: Paisa Bolta Hai,-2020,"
Drama            ",5.8,"4,967",114.0
Roku de nashi majutsu kôshi to akashic records,(2017– ),"
Animation, Action, Comedy            ",7.1,"1,557",24.0
New Kids Turbo,-2010,"
Action, Comedy            ",6.4,"15,413",84.0
Mersal,-2017,"
Action, Thriller            ",7.8,"30,551",172.0
Bee and PuppyCat,(2013– ),"
Animation, Short, Action            ",8.2,"1,555",7.0
Born to Raise Hell,-2010,"
Action, Crime, Thriller            ",4.4,"4,086",98.0
Marco Polo: One Hundred Eyes,(2015 TV Movie),"
Action, Drama, History            ",7.8,"10,146",28.0
Burn Out,(I) (2017),"
Action, Crime, Thriller            ",6.2,"3,275",107.0
The Magic School Bus Rides Again,(2017–2021),"
Animation, Adventure, Family            ",6.2,719,26.0
The Maid,-2020,"
Drama, Horror, Mystery            ",5.7,560,102.0
Sadece Sen,-2014,"
Action, Drama, Romance            ",7.3,"4,752",105.0
Hyena,(2020– ),"
Drama, Romance            ",7.8,598,60.0
Middleditch & Schwartz,(2020– ),"
Comedy            ",8.6,"4,251",51.0
Against the Sun,-2014,"
Biography, Drama, War            ",6.5,"5,503",100.0
Craig Ross Jr.'s Monogamy,(2018– ),"
Drama            ",7.2,321,30.0
Girls Hostel,(2018– ),"
Comedy, Drama            ",8.1,"3,566",23.0
Zbrodnia,(2014– ),"
Action, Crime            ",6.2,558,60.0
Akjilkyungchal,-2019,"
Action, Crime, Drama            ",6.3,"1,768",127.0
Cinema Bandi,-2021,"
Comedy, Drama            ",8.0,"2,001",98.0
Nappily Ever After,-2018,"
Comedy, Drama, Romance            ",6.4,"8,611",98.0
Neodo Inganini,-2018,"
Comedy, Drama, Romance            ",8.0,"1,802",35.0
La Reina de Indias y el Conquistador,(2020– ),"
Drama, History            ",6.7,135,50.0
Shiny_Flakes: The Teenage Drug Lord,-2021,"
Documentary, Biography, Crime            ",7.5,132,96.0
The Platform,(2020– ),"
Drama            ",7.0,239,45.0
Widaehan Yuhokja,-2018,"
Drama, Mystery, Romance            ",7.2,"1,331",32.0
Houdini,-2014,"
Biography, Drama            ",7.4,"11,302",174.0
Was It Love,-2020,"
Comedy, Drama, Romance            ",7.2,685,70.0
Super Why!,(2007–2016),"
Animation, Family            ",6.1,693,30.0
"Michael Bolton's Big, Sexy Valentine's Day Special",(2017 TV Special),"
Comedy, Music, Musical            ",6.7,"1,993",54.0
The Gruffalo,(2009 TV Movie),"
Animation, Family            ",7.5,"6,484",27.0
Danger Mouse,(2015–2019),"
Animation, Action, Adventure            ",7.1,499,22.0
Mother: Mazâ,-2020,"
Drama, Thriller            ",6.8,"2,098",126.0
Truth or Dare,(II) (2012),"
Horror, Mystery            ",5.6,"8,980",96.0
The Healing Powers of Dude,(2020– ),"
Short, Action, Adventure            ",6.6,735,25.0
13 Geboden,(2017–2018),"
Crime, Mystery, Thriller            ",7.0,"2,093",46.0
The Titan Games,(2019– ),"
Reality-TV            ",7.0,"3,261",60.0
St. Agatha,-2018,"
Horror, Thriller            ",4.9,"4,873",103.0
The King's Avatar,-2019,"
Action, Adventure, Fantasy            ",8.2,826,45.0
Transformers: Robots in Disguise,(2014–2020),"
Animation, Action, Adventure            ",5.9,930,22.0
The Holiday Movies that Made Us,(2020– ),"
Documentary, Family            ",7.1,725,44.0
Away,(I) (2016),"
Crime, Drama            ",6.8,"2,079",105.0
You Are My Home,-2020,"
Animation, Family, Fantasy            ",6.5,375,92.0
Advantageous,-2015,"
Drama, Family, Sci-Fi            ",6.2,"5,140",90.0
Annyeong? Naya!,(2021– ),"
Comedy, Fantasy, Romance            ",7.2,344,65.0
Opening Night,(II) (2016),"
Comedy, Musical            ",6.0,"2,458",90.0
Berserk: Ougon jidai-hen II - Dorudorei koryaku,-2012,"
Animation, Action, Adventure            ",7.8,"9,421",95.0
Well-Intended Love,(2019–2020),"
Drama, Romance            ",7.3,"1,184",45.0
Stalked by My Doctor,(2015 TV Movie),"
Thriller            ",5.5,"1,462",88.0
"Hi Bye, Mama!",(2020– ),"
Comedy, Drama, Fantasy            ",8.0,"1,215",70.0
Nicky Jam: El Ganador,(2018– ),"
Biography, Music            ",7.8,"1,030",45.0
Crímenes de familia,-2020,"
Crime, Drama, Thriller            ",6.6,"3,486",99.0
Gakusen toshi asterisk,(2015– ),"
Animation, Action, Comedy            ",6.9,"1,696",23.0
My Perfect Romance,(2018 TV Movie),"
Romance            ",4.7,"2,737",91.0
La víctima número 8,-2018,"
Action, Adventure, Crime            ",7.0,"1,760",53.0
Born to Be Blue,-2015,"
Biography, Drama, Music            ",6.9,"8,304",97.0
Thus Spoke Kishibe Rohan,(2017–2021),"
Animation, Action, Adventure            ",7.7,673,97.0
Life Itself,-2014,"
Documentary, Biography            ",7.8,"15,182",121.0
Tigertail,-2020,"
Drama            ",6.5,"3,301",91.0
Real Rob,(2015– ),"
Comedy            ",6.4,"2,650",30.0
Uisa Yohan,(2019– ),"
Drama, Mystery, Romance            ",8.2,857,35.0
Maria,(II) (2019),"
Action, Crime, Drama            ",5.0,"1,872",90.0
Frozen Fever,-2015,"
Animation, Short, Adventure            ",6.9,"14,945",8.0
Abstract: The Art of Design,(2017– ),"
Documentary            ",8.4,"5,046",45.0
Sell By,-2019,"
Comedy, Drama, Romance            ",5.7,928,94.0
Bodyguard,(I) (2011),"
Action, Comedy, Drama            ",4.7,"24,275",130.0
Super Buddies,(2013 Video),"
Family            ",4.3,"1,278",81.0
Spivak,-2018,"
Comedy            ",5.6,673,91.0
Maen Too Maen,-2017,"
Action, Drama, Thriller            ",7.4,"1,045",80.0
Adú,-2020,"
Drama            ",6.7,"4,416",119.0
The Great Train Robbery,-2013,"
Biography, Crime, Drama            ",7.4,"3,668",90.0
The Innocence Files,-2020,"
Documentary, Crime            ",8.0,"2,335",573.0
Queen Sono,(2020–2021),"
Action, Crime, Drama            ",6.0,"1,093",43.0
Johan Falk: GSI - Gruppen för särskilda insatser,-2009,"
Action, Crime, Thriller            ",6.9,"3,720",118.0
"60 Il, Jijeongsaengjonja",-2019,"
Drama, Thriller            ",8.1,910,70.0
What Did Jack Do?,-2017,"
Short, Comedy, Crime            ",6.5,"11,306",17.0
Betty en NY,(2019– ),"
Comedy            ",7.7,477,60.0
Instant Hotel,(2017– ),"
Reality-TV            ",7.3,"1,328",45.0
Henry Gamble's Birthday Party,-2015,"
Drama            ",6.1,"2,753",87.0
Made in China,(II) (2019),"
Comedy, Drama            ",6.2,"3,947",128.0
My Holo Love,-2020,"
Drama, Romance, Sci-Fi            ",7.7,"1,779",55.0
2020 Golden Globe Awards,(2020 TV Special),"
Comedy            ",7.2,703,134.0
Dolly Kitty Aur Woh Chamakte Sitare,-2019,"
Comedy, Drama            ",5.3,"4,946",126.0
Aelliseu,-2020,"
Drama, Fantasy, Mystery            ",7.2,792,70.0
Yeowoogakshibyeol,(2018– ),"
Drama, Romance            ",7.1,617,35.0
Yeolhyeolsaje,(2019– ),"
Action, Comedy, Crime            ",8.2,585,35.0
The Adventures of Puss in Boots,(2015–2018),"
Animation, Action, Adventure            ",6.7,"1,491",23.0
Christmas with a View,(2018 TV Movie),"
Drama, Romance            ",5.2,"3,906",91.0
Gireumjin Mello,-2018,"
Comedy, Romance            ",7.5,657,35.0
Super Wings!,(2015– ),"
Animation, Adventure, Family            ",6.1,287,15.0
Criminal: Germany,(2019– ),"
Crime, Drama, Mystery            ",7.7,"4,577",59.0
Walt Before Mickey,-2015,"
Biography, Drama            ",5.9,"5,887",107.0
Sseo-ni,-2011,"
Comedy, Drama            ",7.8,"5,405",124.0
Jinn,-2019,"
Drama, Fantasy, Horror            ",3.5,"9,684",30.0
Gekijouban Fate/Stay Night: Heaven's Feel - I. Presage Flower,-2017,"
Animation, Action, Drama            ",7.5,"2,147",120.0
Biggie: I Got a Story to Tell,-2021,"
Documentary, Biography, Music            ",6.9,"4,347",97.0
Accidentally in Love,(2018– ),"
Music, Romance            ",7.6,933,30.0
Kyaputen Hârokku,-2013,"
Animation, Adventure, Sci-Fi            ",6.4,"11,876",115.0
Carole & Tuesday,-2019,"
Animation, Drama, Music            ",7.9,"1,694",22.0
Sirius the Jaeger,-2018,"
Animation, Action, History            ",6.8,"1,550",25.0
Hyperdrive,(2019– ),"
Reality-TV            ",8.0,"2,371",29.0
Zhui bu,-2017,"
Action, Crime, Thriller            ",5.2,"2,915",106.0
Hasmukh,(2020– ),"
Comedy, Crime            ",5.3,"2,479",34.0
BAC Nord,-2020,"
Crime, Thriller            ",6.2,54,105.0
Le monde est à toi,-2018,"
Comedy, Crime            ",6.4,"3,906",102.0
Hai Phuong,-2019,"
Action, Drama, Thriller            ",6.3,"4,265",98.0
Wir sind die Welle,(2019– ),"
Drama            ",6.2,"2,389",50.0
